Date,IVV,AGG,SHV,QUAL,USMV
2005-02-28,0.020796035128468615,-0.003714071374674277,,,
2005-03-31,-0.018084357840371657,-0.009742437343505994,,,
2005-04-30,-0.01799354479629045,0.01722957564584493,,,
2005-05-31,0.03146071336657208,0.008274352093405879,,,
2005-06-30,0.0012528130968447737,0.008763257876086783,,,
2005-07-31,0.03853584657445386,-0.01035539571313826,,,
2005-08-31,-0.009701166370470804,0.011815993833904193,,,
2005-09-30,0.008246656075965308,-0.009365133332416065,,,
2005-10-31,-0.021463511243397182,-0.00990964817215434,,,
2005-11-30,0.04162534552735919,0.0037459888677200404,,,
2005-12-31,-0.0015536408834804227,0.011341002383558507,,,
2006-01-31,0.02470499595709419,-0.0005957412377884941,,,
2006-02-28,0.0053230156325283495,0.0016068809007359075,,,
2006-03-31,0.015620036851251351,-0.00867438064484427,,,
2006-04-30,0.012930800701920653,-0.0014889632717101087,,,
2006-05-31,-0.029255590792346076,-0.001986775402025187,,,
2006-06-30,0.002661785286054208,-0.0016078336872185073,,,
2006-07-31,0.0039198234855024605,0.013888148527052335,,,
2006-08-31,0.022022222773821154,0.0159103883983438,,,
2006-09-30,0.026734291796744136,0.010115460110077246,,,
2006-10-31,0.032075039590932386,0.006857228655775316,,,
2006-11-30,0.019632146668666195,0.010619377003564523,,,
2006-12-31,0.013894364777982116,-0.006005557745787038,,,
2007-01-31,0.014295878832465636,-0.0007015861774566368,,,
2007-02-28,-0.018954142530184348,0.016254157471710995,0.003993076930802308,,
2007-03-31,0.01185390768044714,-0.0019518875530352142,0.0038300190653459687,,
2007-04-30,0.043136348086591836,0.005897848860636268,0.003717047476804236,,
2007-05-31,0.03414579099310333,-0.009172298886750974,0.004684879503829231,,
2007-06-30,-0.015457312342380125,-0.0037691964791906063,0.004369232340188267,,
2007-07-31,-0.03189174089528868,0.010732121679288387,0.0037014994119926037,,
2007-08-31,0.013108389017736588,0.012794905209850382,0.006577696969212843,,
2007-09-30,0.04093422893484511,0.006327770455022419,0.0032710538246876197,,
2007-10-31,0.014120479818063858,0.010080594096857132,0.003883867743756264,,
2007-11-30,-0.04112654458385023,0.01803471879988705,0.006047185848095271,,
2007-12-31,-0.008259436364859485,-9.251160872003616e-05,0.0020329202440110272,,
2008-01-31,-0.06269642679285681,0.023128748893281648,0.0070253850817783015,,
2008-02-29,-0.027555901385179826,-0.0015997848417037552,0.0019079307444245241,,
2008-03-31,-0.006315315743804617,0.0012961323885496423,0.003152996931505392,,
2008-04-30,0.04824935859436086,0.0032754543517961032,0.0008621990726929152,,
2008-05-31,0.012841919886937614,-0.012651459930931974,0.00014492034465973802,,
2008-06-30,-0.08388377562306115,-0.0018496812672327279,0.0018738737538370742,,
2008-07-31,-0.007421600484925794,0.003939630562219687,0.002411522109498243,,
2008-08-31,0.01487560940836774,0.007419836857453843,0.0012265142851557442,,
2008-09-30,-0.08881563228824585,-0.017598145937392284,0.0030926055561415478,,
2008-10-31,-0.16632400624799226,-0.022810322773260894,0.0019519597162793723,,
2008-11-30,-0.07464883404396427,0.030243064947693687,0.00353851578367137,,
2008-12-31,0.009794838443216713,0.06662439910126028,0.0008608738041979702,,
2009-01-31,-0.08127543432239415,-0.019865917133327415,-0.0005437148088016652,,
2009-02-28,-0.10558018697778015,-0.0105533046333105,-0.0006074324151512656,,
2009-03-31,0.08028850512129115,0.011029790437503628,0.0011348512061879479,,
2009-04-30,0.10135667174803431,0.0051524964407800855,0.0005531374682625767,,
2009-05-31,0.058387428083175985,0.0070971500926557685,-0.000471093722015814,,
2009-06-30,0.0003773835049203367,0.004207453228735725,0.0005990321360835882,,
2009-07-31,0.07384919941853907,0.012690011404441703,-2.6926068265820113e-05,,
2009-08-31,0.03660430050843533,0.012202467278925155,0.0004349712763611624,,
2009-09-30,0.03626567895117394,0.011882112106480935,-9.403026842935702e-06,,
2009-10-31,-0.019243705098344388,0.002218152100202264,0.00047265750929770256,,
2009-11-30,0.060882747239581425,0.012863295389549778,0.00012727010285606966,,
2009-12-31,0.019086915338111465,-0.01881214315984303,-5.491919980393778e-05,,
2010-01-31,-0.037116627303287575,0.014148361512313468,0.00027254179757396635,,
2010-02-28,0.03148781139932999,0.00198434056797292,1.8015095098133926e-05,,
2010-03-31,0.06112098353571471,-6.734610641578875e-05,-0.00010817481843650167,,
2010-04-30,0.016192603536805628,0.009732396884506,-6.439468649876989e-05,,
2010-05-31,-0.0800068721117575,0.010824583396527698,0.00014560860733947578,,
2010-06-30,-0.05262839709395861,0.017687597774391106,0.0003266019485095306,,
2010-07-31,0.06988188802979733,0.008547013259515346,-0.0002084434325110296,,
2010-08-31,-0.044267469746154475,0.012867350197721672,0.0002538213690530533,,
2010-09-30,0.08823878500933624,7.362130345756057e-05,0.00026280432201963855,,
2010-10-31,0.03843113923930397,0.0015228341467601325,-9.044984844441828e-06,,
2010-11-30,-0.0006730390516807017,-0.008349272661176022,-9.045066656998557e-06,,
2010-12-31,0.06780523544091954,-0.006754414899773908,0.00035413909870518623,,
2011-01-31,0.022970374142812888,-0.0008504400688142955,-0.0001815278374833751,,
2011-02-28,0.03461110470097184,0.002904930946423745,9.078039791088344e-05,,
2011-03-31,-2.5424449560662588e-05,-0.002231710202869719,0.00017232930485233666,,
2011-04-30,0.029546886539496775,0.01567573743744477,0.0005441085716604288,,
2011-05-31,-0.011903339637101107,0.01239813821576674,-9.948527557679387e-05,,
2011-06-30,-0.01677224148913581,-0.004450899610064618,0.000172223047523401,,
2011-07-31,-0.01971019943696717,0.016865296368686833,-0.0005616722981621747,,
2011-08-31,-0.05523448152527388,0.015204487024274238,0.00040795141916816213,,
2011-09-30,-0.06784483508921069,0.007706127785225059,0.0001358996652514044,,
2011-10-31,0.10651772830227868,0.001265009462135147,-0.00012650117960200102,,
2011-11-30,-0.003179646993876406,-0.003307717154772072,-0.0001451935304104257,,0.0015407167639522878
2011-12-31,0.010675415935292643,0.013567246403228594,0.00026271191692939233,,0.030732037641728827
2012-01-31,0.04612577592507772,0.007256109387860699,-0.00018088971579144353,,0.013098826020114362
2012-02-29,0.042119161459814425,-0.00013516778205302504,-9.09776508279947e-05,,0.021056293875163723
2012-03-31,0.032963927667518655,-0.005729871023424038,-9.089984911136995e-05,,0.02569289829927568
2012-04-30,-0.006586027177947651,0.009059335481649944,0.0,,0.013106304873479413
2012-05-31,-0.0600937929320724,0.010782872133676902,0.0002718634656566632,,-0.021678009688186783
2012-06-30,0.04207739049474335,-0.00019826927733479494,-8.993670263479636e-05,,0.03631979884802172
2012-07-31,0.012431307722347462,0.013621402522369985,0.0,,0.019350582383046877
2012-08-31,0.024774005214537542,0.0,0.00018092244280065728,,-0.0016951295667940736
2012-09-30,0.023316137813626403,0.0026660742711610563,-8.192531371720158e-05,,0.01579545379801095
2012-10-31,-0.020221728759399094,-0.0004720949492400539,-7.177658582357971e-05,,-0.011100361500173461
2012-11-30,0.008694002118080801,0.0027064738018802714,9.002841489569313e-05,,0.0034017226037172943
2012-12-31,0.009440809277667217,-0.002451631633775042,0.0003816826741023238,,-0.008582480208273902
2013-01-31,0.051138775469376174,-0.006212641720197309,-0.00027245272403253473,,0.049931064093937216
2013-02-28,0.013558266171305622,0.005909255692347903,-6.342039166096214e-05,,0.02755021207494579
2013-03-31,0.03677293923019431,0.0009850821185848346,9.99128150964701e-05,,0.04959888077869912
2013-04-30,0.01963648612001334,0.009685720051256785,0.0001811330444154713,,0.027777941314009125
2013-05-31,0.023995187550863495,-0.02001082839971724,-9.085123737917478e-05,,-0.023463089338908505
2013-06-30,-0.01585198803844967,-0.015655054329722473,-0.0001812027370389213,,-0.004151439363895948
2013-07-31,0.053890754221900705,0.002691968004244094,0.00027211153647055397,,0.03684364120707895
2013-08-31,-0.030374953459561094,-0.008263654530219489,0.0,-0.020750108869278305,-0.032573491346562955
2013-09-30,0.03239267491063935,0.011205836658281454,9.102330411669968e-05,0.03807875933164451,0.025373364980012525
2013-10-31,0.04612122116645767,0.008327105690272063,-0.00018185798818093346,0.04864107145254759,0.0472464553559635
2013-11-30,0.02982610753652626,-0.0025075474661671038,0.0,0.04112667647094703,0.013218411412152742
2013-12-31,0.025638589028285086,-0.005566753505001243,0.00010910022344035042,0.02287166664644502,0.012729919786406807
2014-01-31,-0.03490438889335967,0.015408604190474628,-9.076354856740743e-05,-0.04193178375015483,-0.03042270718791107
2014-02-28,0.04559875601519403,0.003764450217305537,0.0001817156538914677,0.04893809499304447,0.043870080206482864
2014-03-31,0.008743699045790754,-0.0014807451185497866,9.032517579421473e-05,-0.004687899463891365,0.008469676138583182
2014-04-30,0.007441372102800159,0.008216398066237973,0.0,0.007456230364329519,0.013314497620772858
2014-05-31,0.022844701884225493,0.011790797896696681,0.0,0.02325965384697315,0.011497645316782323
2014-06-30,0.020860430728126378,-0.0005748656682120767,0.0,0.005885728961915193,0.01244260084779003
2014-07-31,-0.013959433798382381,-0.0025098163213450597,-9.031701789374846e-05,-0.007561741097150354,-0.014239457342612116
2014-08-31,0.039690933492956715,0.011497157515787615,9.032517579421473e-05,0.0434631315886842,0.03979275888889222
2014-09-30,-0.013721063436726744,-0.006148928215139904,-0.0001812361492401493,-0.007717730534069656,-0.007836019367282399
